"","Basal_1","Basal_2","Basal_3","Luminal_1","Luminal_2","Luminal_3"
"ENSG00000002933",24.1762597684902,10.9589277798858,1.02700606262686,178.453160379525,46.7150857757652,22.2384079551258
"ENSG00000003056",23142.9485176443,14570.3926164391,17595.6948709859,14681.0125125636,10075.5946366366,12701.1634525525
"ENSG00000003096",485.316029426729,482.192822314976,457.017697868951,195.40122589043,404.51017455833,406.356363543663
"ENSG00000003137",88.6462858177973,113.574342446089,307.07481272543,41.871691262235,42.4682597961501,114.224549951328
"ENSG00000003147",2198.24880487568,2535.49738180086,1416.24136036243,6895.86877287808,5912.643470119,4260.67679685706
"ENSG00000003249",185.351324891758,362.64088289804,134.537794204118,509.438910357192,670.998504779172,649.968014324814
"ENSG00000003393",576.648566329914,580.823172333949,355.344097668892,544.331986409055,413.00382651756,266.86089546151
"ENSG00000003400",1098.67669392361,1021.172815853,773.335565158022,5014.63350116767,2445.11005776334,4208.11328714494
"ENSG00000003402",24715.3008196247,22568.4173634321,26920.9099196378,19482.2997772999,19969.6374626447,24688.6761770906
"ENSG00000003436",738.719048481645,1484.43658109363,1106.08552944912,1750.63547277344,2751.94323479053,1951.92571642491
"ENSG00000003509",1287.60968692922,959.404313820913,1022.89803837635,1133.5264991705,878.031271285404,927.948113763886
"ENSG00000003756",10029.5661358096,9214.46573056036,11084.4764339317,9199.80873733106,9639.23326723118,12076.4663563586
"ENSG00000003987",28.6533449108032,38.8543803105043,21.567127315164,9.96945030053214,11.6787714439413,15.1625508784949
"ENSG00000003989",26541.9515576884,25968.6737736822,20331.6390218239,13217.4972084455,9851.57456621193,16199.6693585839
"ENSG00000004059",4383.96177135289,4150.4448300913,3879.00189854163,4536.09988674212,3809.40290371467,4280.89353136172
"ENSG00000004139",1416.54973902783,1199.50445881659,1358.72902085533,1915.13140273222,1167.87714439413,1472.78910866447
"ENSG00000004142",8650.62391197717,5318.06877173005,7297.90508102644,6281.7506343653,3967.59717145533,5973.03420940175
"ENSG00000004399",256.089270140303,337.734228852845,169.456000333431,257.211817753729,312.141709501704,250.687507857782
"ENSG00000004455",21421.0615719108,11952.2051432082,15098.0161266774,12156.7476964689,6703.6148088223,9869.80978517493
"ENSG00000004468",86.8554517608721,47.8207757667745,59.5663516323576,836.436880214647,738.947720453012,1062.38939821987
"ENSG00000004478",42704.2289214383,29083.9980616552,31749.8924261092,21248.8863705542,14746.0415077182,18988.5678835017
"ENSG00000004487",5415.4821881418,5197.5205661513,4895.73790054222,4404.5031427751,5397.71582009068,4844.94042404173
"ENSG00000004534",10950.0548410691,12653.5765211209,11205.6631493216,9865.76801740661,10514.0794190319,9324.96879027435
"ENSG00000004660",741.405299567032,645.580472851456,565.880340507397,214.343181461441,226.1434834145,212.275712298928
"ENSG00000004700",3502.87141534569,1977.58833118849,3276.14933977967,3440.45729871364,1733.76670617783,2440.15985471244
"ENSG00000004766",2620.88564231003,1680.70101496976,1951.31151899103,3173.27603065938,2348.4947667271,2395.68303880219
"ENSG00000004777",19.6991746261772,12.9514601035014,51.3503031313428,21.9327906611707,40.3448468063426,72.7802442167754
"ENSG00000004779",5937.5103157355,3232.88369506632,4702.66076076837,3751.50414809024,1991.76138443944,3001.17423721675
"ENSG00000004799",5497.86055476036,9262.28650632714,2958.80446642797,20565.9790249678,25421.5003139755,16312.88307181
"ENSG00000004838",7.1633362277008,7.97012929446242,17.4591030646565,14.9541754507982,11.6787714439413,24.2600814055918
"ENSG00000004846",18.8037575977146,85.678889915471,36.9722182545668,26.9175158114368,60.517270209514,23.2492446803588
"ENSG00000004848",1.7908340569252,70.734897488354,73.9444365091336,5.98167018031929,114.664301449605,43.4659791850186
"ENSG00000004864",3438.40138929638,2401.99771611861,3124.15244251089,3017.75260597108,2375.0374290997,3143.7022154746
"ENSG00000004866",1707.56027327818,1225.4073790236,1808.55767628589,1887.21694189073,1137.08765604192,1622.39294399895
"ENSG00000004897",8788.51813436041,5904.86954103484,8723.38949595251,8067.27918319061,5900.96469867506,7362.93470659711
"ENSG00000004939",48.3525195369804,98.6303500189724,46.2152728182085,37.8839111420221,73.257748148359,28.3034283065238
"ENSG00000004961",3249.46839629077,2577.34056059678,3190.90783658164,2408.61919260857,2130.84493527183,2600.88289402449
"ENSG00000004975",2528.65768837838,3072.48484301526,2164.92878001741,2356.7780510458,2858.1138842809,2423.98646710871
"ENSG00000005001",993.912901593485,977.337104733454,482.692849434622,2864.22307134288,2053.34036114386,1709.32490236899
"ENSG00000005007",15300.8861823689,13029.1688641224,14136.7384520587,12874.5481181072,13390.2423137261,12217.9834978912
"ENSG00000005020",1688.75651568046,1671.73461951349,1358.72902085533,3457.40536422455,2470.59101364103,1935.75232882118
"ENSG00000005022",18116.0773198553,13957.6889269273,16485.5013172863,14117.7385705836,10693.5078166706,12683.9792282236
"ENSG00000005059",1713.82819247742,811.956921873359,1314.56776016238,3841.22920079503,1843.12247515292,2965.7949518336
"ENSG00000005073",605.301911240717,852.803834507479,424.153503864891,869.336066206403,709.219938595707,428.594771498788
"ENSG00000005075",1926.04202822305,1260.27669468687,1392.62022092202,1837.36969038807,1426.93352915064,1465.71325158784
